,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,f_1,f_2,f_3,CV
0,0.0005598921918900208,0.03437957283462343,0.14993624022584798,0.0018145929549191208,0.020623667203379163,0.06283090375213571,0.004662836081871026,0.34937527836675564,285.87282788679977,315.46490926972297,78.53908557073427,0.02686624774353956,-55624228398.21161,-1e-07,0.0,[0.]
1,0.00041842719046718355,0.03437957283462343,0.15143682060147698,0.0014164314462642622,0.031026975262476986,0.02142123693325423,0.03212365047994233,0.26135273800014813,143.7185447413975,316.9968348956701,506.842174105391,0.02686624774353956,-54409363090.14576,-1e-07,1.3788351551024834e-10,[0.]
2,8.022632230445765e-05,0.019481981276762927,0.13744769583264957,0.002327464268469292,0.0194440782916601,0.0356272398742927,0.0052025896591446925,1.4544974145619305,11.066637398467662,18.951708170709992,186.90180312514585,0.0002953135532814253,-36409944861.272835,-8.808854600958803e-08,1.158923752914031e-09,[0.]
3,0.0002025699448744554,0.033880187129578396,0.15143682060147698,0.0014164314462642622,0.031026975262476986,0.020969946933780296,0.03212365047994233,0.49513209118243395,143.7185447413975,316.9968348956701,505.2214870867606,0.02686624774353956,-54137151578.50513,-1e-07,1.415740218300603e-10,[0.]
4,0.00019846352768006963,0.03426077114883523,0.18207918605137882,0.0014461225196325787,0.018026036716957655,0.013409376146567233,0.012087592326415186,9.74109011832463,45.224249702797486,507.8553673162236,569.67865367434,0.015398494690203579,-50285757698.21104,-9.996059538811118e-08,2.1603105959466497e-09,[0.]
5,0.006355682982161785,0.010100105523245636,0.15265860355714245,0.007897850572407541,0.022806870656157635,0.007359533447626365,0.015371090209228768,1.286057896055461,183.7216674343061,17.40161034944701,281.3666265239324,0.0052158925589801996,-48784097375.595,-9.937628122401572e-08,1.753611369124478e-09,[0.]
6,8.022632230445765e-05,0.019481981276762927,0.1381590929369681,0.002327464268469292,0.0194440782916601,0.04098797387089796,0.005955230367580725,0.7852610283664809,20.851896705907564,18.951708170709992,81.90393410886567,0.0002171888473129635,-37161880651.57623,-8.910745627586347e-08,7.618022113398726e-10,[0.]
7,0.0005062538774493002,0.037923650320705035,0.14984675752832824,0.005962117873918898,0.013649044243731104,0.024544829168618238,0.01895772433473936,0.6940868067811845,330.72063927369925,912.6639832944669,115.56366243993835,0.003984154554321213,-52836068770.394264,-9.997348284076656e-08,1.3140045524362828e-10,[0.]
8,0.00020408915730099508,0.037841557252550714,0.1808672662497669,0.009518703268667618,0.020695723068064255,0.033503286561045294,0.0016292972911178785,1.2427177271358203,47.3309862217025,556.5115131468792,598.8948823851672,0.015257504653682384,-53146811984.83172,-1e-07,2.5317859065998086e-10,[0.]
9,0.00019846352768006963,0.037947222573457694,0.1819764193094439,0.0015058202046564517,0.017980100699119157,0.013344818790914396,0.014729602987099633,9.74109011832463,44.20147591893665,534.1173019322284,581.0534797657516,0.015398494690203579,-51002760513.02486,-9.998986045859873e-08,1.3881749326137756e-09,[0.]
10,0.0005705558908414868,0.03814825399041145,0.1492248431215294,0.0016732250518229415,0.020623667203379163,0.03415700357515128,0.013698733796559545,9.52783874675361,277.34111833756583,315.46490926972297,183.5369555320496,0.027328279007807908,-52631638427.49492,-9.998951750306112e-08,1.3314588857909354e-09,[0.]
11,0.0002448412463009049,0.019481981276762927,0.1213022892127306,0.001457199947902764,0.017747043498289764,0.012554607309172378,0.013785406287340611,1.4544974145619305,6.495172528067201,78.43489502513617,141.2250907229095,0.00010268077546215171,-31979611887.49647,-8.540473221767189e-08,4.91613466892403e-10,[0.]
12,0.005470199598901806,0.03500571890280902,0.1235156299953396,0.00048768037227389893,0.015333777155925564,0.0013730790966637917,0.004607324835879874,2.301122884061127,374.3652494462944,312.26983770191697,390.5220730651229,0.044368787374112754,-48846306529.73641,-1e-07,1.5024357519154164e-08,[0.]
13,0.0027690357569754858,0.035313481464384615,0.16945357372477063,0.0050397727366325,0.0047210822337033845,0.028211305886561733,0.006849509701870028,1.6585719511375765,196.5101179003108,302.05136336325734,911.0094101688973,0.05698074464977092,-51807779811.09537,-1e-07,1.8278535431447489e-09,[0.]
14,0.00654403527686644,0.034950097384146624,0.11877279902735577,0.0015040248941901844,0.015322495639807372,0.032403231428335885,0.011512662368402619,9.330009042040102,41.653851281731846,312.26983770191697,525.5574375203258,0.039886684838598856,-49078117815.7664,-9.999980495621745e-08,7.153794646408339e-09,[0.]
15,0.0003886125904646526,0.03705430031256976,0.18784514758529577,0.001455391242873692,0.018069847092946224,0.013362307769495135,0.017209495179407872,1.2547034762792002,14.944554123619923,504.6299366649728,578.5007671374148,0.015660877387194613,-51827991070.14228,-9.998004064616561e-08,1.3183081437689032e-09,[0.]
16,0.0028176621844953637,0.033827598464483764,0.15172350797264408,0.011578177052038195,0.03131699590552667,0.017097046392714067,0.005557059282827666,1.6510359231042373,166.61881810168433,343.12824817431647,472.64715043037927,0.026814996134307437,-51496578660.06396,-9.999127841342944e-08,1.7911765942537012e-09,[0.]
17,0.00027404198123328797,0.03692446111978403,0.16410966100468072,0.0011462037400756908,0.01762209513344826,0.01683615970074717,0.007213640305319316,4.852660020862507,347.3038654908742,340.2136412539331,579.8925753990632,0.057666275002357374,-51945730905.87237,-1e-07,1.6964532433940805e-09,[0.]
18,9.615852046745354e-05,0.029183749452807568,0.15076774770551946,0.0008646436218969135,0.013642574101863394,0.02611478109372032,0.020418313638521205,0.5931944152851969,126.96832744302738,220.234226159156,101.97199718028926,0.003939999478857544,-45240815929.41906,-9.810871399580546e-08,2.8827752784009092e-09,[0.]
