Eff,,Obj_A: % load met,Obj_B: Worst deficit (GW),Obj_C: Cost(£/MWh),Obj_D: CO2 (kg/MWh),GW_nuclear,GW_PV,GW_onshore_wind,GW_offshore_wind,GW_BECCS,GW_OCGT,GW_H2,h_H2,CV
0.18,38,99.99126483,-14.00776572,147.4086347,-55.14647202,5,85.50591866,20,42.73913669,2.5,21.21871107,30.82949436,844.3918111,[0.]
0.18,39,79.28667007,-40.48745009,131.7459208,-64.40568539,5,44.70252866,20,20.16237625,2.5,0.546930413,48.58255145,14.24402841,[0.]
0.18,40,100,0,122.1000303,31.84275309,5,46.69995518,20,29.46612099,2.5,46.06622776,6.554230096,95.38081428,[0.]
0.18,41,94.21819162,-38.17250548,143.6326249,-57.84251523,5,80.70758463,20,45.70793412,2.5,0.546930413,48.12292901,14.24402841,[0.]
0.18,42,82.07094352,-40.63584564,132.123218,-62.86757226,5,66.43422274,20,18.21388183,2.5,0.575107893,49.71947289,29.87009813,[0.]
0.18,43,77.80509393,-40.86044122,130.4287012,-70.2761377,5,40.15991838,20,20.7410373,2.5,0.121500877,46.45573302,8.721256011,[0.]
0.18,44,96.60725707,-35.26181323,134.142586,-51.25659442,5,51.90176494,20,45.23970712,2.5,3.500053498,41.02849096,106.9972411,[0.]
0.18,45,99.09886237,-24.94892906,133.8258965,-38.72852814,5,76.84658037,20,39.67640412,2.5,14.31708553,38.38369945,92.94506357,[0.]
0.18,46,78.72462356,-40.41003063,132.108697,-64.31780036,5,39.71723098,20,20.68324134,2.5,0.577148953,48.58255145,14.24402841,[0.]
0.18,47,94.85794241,-38.27392606,144.5238783,-58.13323805,5,78.05003006,20,47.17193602,2.5,0.312841624,49.93677912,17.89562674,[0.]
0.18,48,99.99686995,-4.263264994,122.3829132,22.30415255,5,77.14383585,20,23.67377376,2.5,36.45291182,13.08590168,40.68483763,[0.]
0.18,49,93.39867365,-38.87725995,140.2344513,-58.97759971,5,77.16488494,20,41.03119326,2.5,0.265983328,49.80454836,17.62631884,[0.]
0.18,50,99.97883777,-8.46848492,127.6941451,-27.60715635,5,76.64563641,20,39.14660683,2.5,30.84554003,19.47095529,198.8399142,[0.]
0.18,51,99.99291581,-16.59935261,146.6840479,-55.73172973,5,78.46526486,20,45.57211048,2.5,8.758483081,41.51272315,457.8528323,[0.]
0.18,52,99.99996156,-0.473197218,131.902579,-33.00311909,5,87.19942592,20,42.91350857,2.5,38.49947019,19.81022947,100.7713238,[0.]
0.18,53,99.98841318,-7.485441164,128.630332,-25.17771529,5,59.10425001,20,41.34340113,2.5,31.34598058,19.47095529,318.9813159,[0.]
0.18,54,93.62169612,-37.2731069,135.2200107,-52.88514377,5,85.47442556,20,29.55924862,2.5,2.264064381,42.44289812,223.0291836,[0.]
0.18,55,99.98322582,-12.86905338,146.9600239,-54.81990984,5,84.44910681,20,42.73913669,2.5,23.81156228,31.00865865,805.1471557,[0.]
0.18,56,99.97732743,-8.581725345,134.4600345,-38.35320127,5,84.60859407,20,39.14660683,2.5,30.73229961,30.943395,198.8399142,[0.]
0.18,57,95.63712971,-36.68190041,139.3401369,-53.38217555,5,77.12321173,20,41.17566547,2.5,2.448250761,49.80075328,33.13215488,[0.]
0.18,58,99.94778062,-23.52154226,144.9707761,-55.3600576,5,52.59394078,20,56.86703042,2.5,9.273286737,38.35639484,320.7368292,[0.]
0.18,59,96.35876758,-38.07163323,140.5543128,-57.5586201,5,44.9170637,20,50.63852721,2.5,0.202220755,49.71947289,80.05172778,[0.]
0.18,60,99.99870651,-2.895346025,128.5286442,-21.68078398,5,51.4582395,20,48.5276387,2.5,35.56856756,13.13363665,143.3502752,[0.]
0.18,61,90.04574901,-37.86476136,129.8863485,-50.26525069,5,58.13852413,20,30.15522942,2.5,2.264064381,42.44289812,60.4719079,[0.]
0.18,62,99.09393456,-34.45568845,187.2372572,-55.9982251,5,76.36339222,20,101.0938718,2.5,0.777084565,45.46292296,19.30218312,[0.]
0.18,63,83.07685759,-40.46137692,131.1058188,-62.35176382,5,65.16749905,20,20.1166318,2.5,0.577148953,48.68921588,19.70331024,[0.]
0.18,64,89.85561208,-39.64509305,133.7857135,-60.68231996,5,69.93122125,20,32.08345117,2.5,0.308996763,48.18745493,19.64798971,[0.]
0.18,65,100,0,124.9650007,7.52291097,5,78.77921133,20,30.98079485,2.5,45.64288053,9.040067264,107.8454537,[0.]
0.18,66,99.30755828,-33.86210358,197.626559,-55.95735825,5,69.33849505,20,112.1150297,2.5,0.70825423,48.58255145,19.31243446,[0.]
0.18,67,99.98858362,-7.484754145,128.918827,-27.99183868,5,64.23620315,20,41.34340113,2.5,31.34598058,19.47095529,318.9813159,[0.]
0.18,68,99.99796869,-3.578577145,123.5152295,4.518221353,5,51.06430892,20,36.08147224,2.5,36.01321104,12.88947897,78.13036464,[0.]
0.18,69,78.13033481,-40.46448797,130.6190544,-64.65364269,5,39.76026491,20,20.1166318,2.5,0.574037901,46.39161228,8.577533229,[0.]
0.18,70,89.01721157,-36.09906689,129.4531018,-31.20716389,5,58.33628097,20,24.35131518,2.5,4.555710957,42.18337408,13.49463701,[0.]
0.18,71,98.27092645,-32.21406576,135.9941821,-49.09408853,5,90.54937093,20,37.42499152,2.5,7.255972385,42.43603799,142.6666161,[0.]
0.18,72,99.96043149,-20.97224272,144.3092909,-55.00709129,5,51.66202208,20,56.92620345,2.5,11.81721641,38.7626934,277.3489001,[0.]
0.18,73,92.91923411,-38.38107843,141.2897381,-59.73240271,5,49.01687876,20,48.40730646,2.5,0.093739688,48.86941383,19.67025516,[0.]
0.18,74,99.99991319,-1.121276657,137.4519085,-46.67936128,5,83.94194727,20,48.43095838,2.5,37.35139812,26.1019401,158.1200332,[0.]
0.18,75,100,0,125.9844549,2.280337148,5,47.10011463,20,37.09150337,2.5,48.21923088,12.51339012,204.1009398,[0.]
0.18,76,91.78948135,-38.62838006,139.8769077,-60.54813611,5,44.4809572,20,46.07355799,2.5,0.057922906,49.46618369,19.67025516,[0.]
0.18,77,88.93637891,-36.16880719,129.4308442,-31.6687318,5,58.33628097,20,24.35131518,2.5,4.485970657,42.18337408,13.49463701,[0.]
0.18,78,99.51297923,-32.72421288,190.5638931,-55.93171526,5,66.30208902,20,105.4841309,2.5,0.57828965,48.58713349,29.48363305,[0.]
0.18,79,98.80833803,-32.96571345,144.2247008,-56.37451564,5,43.09691468,20,54.84068337,2.5,0.120098569,49.46618369,173.6916004,[0.]
0.18,80,99.90255562,-17.17619672,142.6768674,-48.45723677,5,90.34062801,20,43.59288438,2.5,21.51564859,43.61918103,142.321517,[0.]
0.18,81,99.8552036,-22.29847309,139.7990182,-52.96730881,5,83.66614273,20,44.98261399,2.5,14.22969742,38.38369945,246.5303247,[0.]
0.18,82,89.07425687,-36.09906689,129.6148957,-31.34668811,5,56.71872869,20,24.35131518,2.5,4.555710957,42.82943338,20.63465171,[0.]
0.18,83,97.00204331,-36.70205102,138.708623,-54.21295388,5,77.12321173,20,40.95330223,2.5,2.448250761,49.87890907,80.90026529,[0.]
0.18,84,99.67065644,-20.57950068,144.5038089,-54.58055995,5,35.57532975,20,61.37839621,2.5,4.695415569,39.87678096,250.9190226,[0.]
0.18,85,97.22308188,-35.0098231,136.7805474,-52.02960388,5,47.80946732,20,48.45095461,2.5,3.461039607,43.43033553,106.9972411,[0.]
0.18,86,99.773274,-32.46308893,194.9759553,-55.88676781,5,87.33539752,20,105.4841309,2.5,0.165522607,48.58713349,40.5284337,[0.]
0.18,87,92.43589804,-38.77340444,139.1530558,-59.94438821,5,44.55112846,20,40.44322438,2.5,0.114146544,48.64468365,173.6916004,[0.]
0.18,88,98.60947566,-29.62505118,135.5468907,-46.86954354,5,66.02849527,20,46.79159684,2.5,8.996182935,38.37930572,86.08330149,[0.]
0.18,89,97.67585617,-34.52918715,191.7188859,-56.9647385,5,41.15232985,20,110.8377735,2.5,0.121821117,46.51627955,9.571067092,[0.]
0.18,90,99.22982523,-30.15601525,138.1995156,-51.63008894,5,78.46526486,20,45.07083069,2.5,8.448463288,41.33170861,150.4371104,[0.]
0.18,91,80.00631889,-40.1951873,130.8246818,-63.70995704,5,47.04582586,20,23.19922905,2.5,0.563992871,43.63003039,2.523374543,[0.]
0.18,92,95.30330112,-37.58982891,136.085023,-53.8255728,5,86.23863312,20,33.18912608,2.5,2.264064381,42.44289812,223.0291836,[0.]
0.18,93,99.94553694,-13.40532822,143.2412841,-53.93739238,5,45.19025814,20,56.92620345,2.5,11.81721641,38.7626934,277.3489001,[0.]
0.18,94,84.00047309,-40.08392959,132.8919351,-65.21145887,5,42.93071608,20,28.98735228,2.5,0.150729452,48.91940415,17.25554865,[0.]
0.18,95,81.90487358,-40.86718311,129.9240618,-67.08818434,5,63.25808876,20,20.7410373,2.5,0.114758987,46.45573302,8.721256011,[0.]
0.18,96,83.98365063,-39.6601361,136.6390016,-61.97816665,5,76.6405882,20,17.94702974,2.5,0.577148953,45.18226028,226.9746259,[0.]
0.18,97,99.63420596,-32.38717621,196.8291153,-55.89472845,5,76.81874885,20,109.2053306,2.5,0.578110308,49.71947289,29.48363305,[0.]
0.18,98,98.95483861,-34.4571126,185.1825148,-56.0228297,5,65.72515941,20,101.0938718,2.5,0.777084565,45.46292296,19.30218312,[0.]
0.18,99,99.99948703,-1.985116052,128.9321219,-22.27760954,5,42.33734791,20,46.84073103,2.5,36.63166551,18.67887122,161.5916162,[0.]
0.18,0,99.89503524,-33.75901513,187.1684109,-55.83092609,5,47.01098134,20,91.79891653,2.5,0.063682099,49.43630602,388.1025122,[0.]
0.18,1,100,0,119.3618191,96.65360354,5,50.182869,20,9.87991431,2.5,43.02765358,1.260290903,83.7758182,[0.]
0.18,2,62.1140245,-42.60534751,140.7129813,-89.65861574,5,36.37583127,20,2.762161748,2.5,0.005844619,49.82064663,66.02636353,[0.]
0.18,3,99.99263975,-26.44110514,178.517795,-55.77575849,5,46.5768755,20,89.53775663,2.5,0.775368438,49.48321291,226.9572171,[0.]
0.18,4,99.95765926,-27.7157933,169.960639,-55.78447684,5,60.33633717,20,80.94572819,2.5,0.761317769,49.87361008,133.9220448,[0.]
0.18,5,99.74835113,-32.90986812,179.1310106,-55.84444573,5,68.04370373,20,92.12546748,2.5,0.761123897,49.44369783,51.53989514,[0.]
0.18,6,97.34342386,-35.69295209,170.9837387,-56.40033209,5,68.42164906,20,81.16696168,2.5,0.740270609,48.53225368,10.98049898,[0.]
0.18,7,99.80483902,-15.85893839,127.3227509,-21.73540539,5,66.69288514,20,37.57245173,2.5,23.59773687,20.95233817,286.0302317,[0.]
0.18,8,99.96926929,-8.770502016,124.2548569,0.040093012,5,79.25837398,20,30.08639709,2.5,31.36456132,13.93880954,232.1763051,[0.]
0.18,9,99.99604805,-19.47422607,165.8703909,-55.77469497,5,59.8439597,20,76.77375206,2.5,0.990551352,49.39460437,142.4739633,[0.]
0.18,10,97.25011451,-34.78184979,182.2036965,-56.35919555,5,51.13748846,20,96.35236344,2.5,0.739688253,48.75525295,8.223365625,[0.]
0.18,11,99.99966684,-1.79061921,119.8182685,68.8939195,5,49.73406949,20,15.94828833,2.5,39.62564295,6.722566584,97.23540504,[0.]
0.18,12,99.87741179,-13.52355403,126.5362353,-16.62308785,5,67.69940826,20,37.57245173,2.5,25.93312123,22.26131316,71.78236635,[0.]
0.18,13,82.27422075,-39.616809,151.1732328,-65.71100434,5,42.6137467,20,24.50669038,2.5,0.230209957,49.48397163,435.109948,[0.]
0.18,14,100,0,119.4348909,81.58732361,5,54.64192443,20,12.98128178,2.5,43.02765358,2.177721231,83.7758182,[0.]
0.18,15,99.98750471,-6.738852826,126.7776776,-19.39677938,5,59.49514077,20,44.32573939,2.5,32.10583788,12.67887874,211.6311234,[0.]
0.18,16,99.87047047,-15.30421369,131.9063006,-38.82005314,5,70.13559034,20,46.82295892,2.5,23.31417838,25.68877094,112.978391,[0.]
0.18,17,99.92063682,-12.93178291,127.9072565,-24.93264151,5,67.44864132,20,38.71704637,2.5,26.05660019,20.95233817,287.1893462,[0.]
0.18,18,99.99747034,-3.967420282,125.6775185,-3.19628669,5,65.26781754,20,34.53513369,2.5,35.76449748,12.91326996,353.0590114,[0.]
0.18,19,99.97975686,-7.652687125,123.1182278,6.148504128,5,59.07651588,20,32.30038732,2.5,32.28174389,12.67887874,246.2503696,[0.]
0.18,20,100,0,120.9869145,44.11839824,5,59.51436063,20,20.93107963,2.5,43.63146084,8.564944541,60.05094551,[0.]
0.18,21,98.75717678,-33.26195192,144.3920014,-52.81326255,5,41.68699156,20,55.19290409,2.5,4.597953704,49.4192979,131.2197851,[0.]
0.18,22,93.91234818,-35.84145976,133.1181782,-45.20980229,5,78.15922277,20,30.10326246,2.5,4.292075234,45.49740983,81.34918602,[0.]
0.18,23,100,0,120.9139123,58.62069037,5,48.87546852,20,21.79191428,2.5,42.98817057,2.236171384,670.2442303,[0.]
0.18,24,99.99438426,-5.333978188,131.2171431,-34.16588803,5,80.85237769,20,43.64859631,2.5,33.57207539,15.78676468,393.3529009,[0.]
0.18,25,99.86957543,-24.71849604,155.1185072,-55.84301468,5,55.45018327,20,67.0675583,2.5,0.068088908,48.63424979,140.0982091,[0.]
0.18,26,74.92951841,-40.43186933,133.3539483,-63.49227346,5,28.46114659,20,18.2570249,2.5,0.775174569,48.24463319,12.55639306,[0.]
0.18,27,99.99897079,-2.572520427,128.1417128,-14.1037498,5,49.81047449,20,47.91187838,2.5,35.9471935,9.574805841,229.5014831,[0.]
0.18,28,95.30957254,-36.01521974,167.3312615,-58.01799226,5,26.16626962,20,84.53771517,2.5,0.220776485,47.1261398,10.98049898,[0.]
0.18,29,80.52265512,-40.53765478,147.6906608,-68.63459154,5,37.51530317,20,24.94103958,2.5,0.063682099,46.27211261,395.2522504,[0.]
0.18,30,75.63287717,-41.4186037,132.4772894,-72.99731129,5,48.06746884,20,15.28106707,2.5,0.058122218,44.94488651,98.16369977,[0.]
0.18,31,68.06278074,-42.48942181,139.2840215,-80.86570609,5,58.8438013,20,3.439972303,2.5,0.060346962,49.24978899,117.3820944,[0.]
0.18,32,93.12867334,-38.79545974,133.807992,-56.94929854,5,72.40384507,20,34.00367759,2.5,0.9846187,47.08439911,75.87624031,[0.]
0.18,33,67.16108767,-41.89614993,141.2814047,-81.92503436,5,30.15876653,20,10.00776817,2.5,0.058443605,49.39297179,116.4030498,[0.]
0.18,34,88.24858706,-38.82950736,129.7912902,-51.24728855,5,78.15922277,20,22.10091652,2.5,2.02920215,42.80258332,81.34918602,[0.]
0.18,35,83.34304318,-40.53765478,136.1467168,-66.40667443,5,51.16504646,20,24.94103958,2.5,0.063682099,49.45052482,112.8828268,[0.]
0.18,36,99.97669388,-7.993524179,122.4200622,10.7422469,5,59.49514077,20,30.48036291,2.5,32.10583788,12.67887874,208.967114,[0.]
0.18,37,100,0,127.4408608,-10.21796882,5,43.5511668,20,41.01687311,2.5,40.01924853,16.29913573,263.5823242,[0.]
0.18,38,99.9753261,-8.164414471,124.8934659,3.492796483,5,61.68413884,20,32.24175996,2.5,31.77532937,13.4857953,386.5562122,[0.]
0.18,39,99.97904601,-11.11419861,134.283446,-48.39797115,5,79.84742647,20,44.81348846,2.5,25.42662336,24.53922594,395.4196013,[0.]
0.18,40,99.91968601,-24.39071778,158.6118015,-55.81696656,5,58.66850145,20,70.58499415,2.5,0.060346962,48.48184783,130.4055629,[0.]
0.18,41,99.91433841,-23.68821553,157.2146447,-55.78333578,5,59.09004726,20,67.72340874,2.5,1.028888819,49.87361008,133.9220448,[0.]
0.18,42,100,0,120.3181402,58.71070808,5,60.23509922,20,19.59989796,2.5,43.63053255,2.211353796,60.05094551,[0.]
0.18,43,100,0,120.0726691,70.84246859,5,49.71683323,20,15.88084344,2.5,43.91858658,5.251695849,92.55286182,[0.]
0.18,44,91.73059792,-36.29727388,132.6828573,-40.76421691,5,78.15922277,20,25.07332524,2.5,4.292075234,45.49740983,81.34918602,[0.]
0.18,45,100,0,119.864076,79.56779619,5,54.64192443,20,12.98128178,2.5,44.30286535,3.482254174,83.75986934,[0.]
0.18,46,99.9954938,-20.44788225,166.8729669,-55.77521118,5,49.24159705,20,81.16696168,2.5,0.740270609,48.53225368,135.7534776,[0.]
0.18,47,72.19878874,-41.00023171,141.6276379,-75.75685421,5,19.18356456,20,19.46162656,2.5,0.097650894,49.62033434,128.9730641,[0.]
0.18,48,99.99994776,-0.682241617,124.5999164,14.15639459,5,46.52451131,20,31.85385845,2.5,39.29265395,13.96114716,263.5823242,[0.]
0.18,49,90.97181789,-37.98731237,130.6149403,-50.32488893,5,78.15922277,20,26.61573362,2.5,2.462263329,42.92035733,81.47328982,[0.]
0.18,50,73.68377542,-41.13630592,140.2595901,-74.67710172,5,28.46114659,20,18.2570249,2.5,0.070737977,49.66085551,136.5852022,[0.]
0.18,51,99.99998309,-0.310959683,124.523233,15.69839059,5,43.5511668,20,32.46385769,2.5,39.6086576,13.28821964,263.5823242,[0.]
0.18,52,99.97983541,-22.2200676,164.3319476,-55.78428679,5,49.24159705,20,78.57271834,2.5,0.151174504,48.53225368,135.7534776,[0.]
0.18,53,63.71893222,-42.08012157,144.9573705,-82.49222898,5,27.94095892,20,6.104753171,2.5,0.228164125,49.07405231,145.3171484,[0.]
0.18,54,99.99414009,-5.333978188,130.6331992,-30.60071565,5,80.85237769,20,43.64859631,2.5,33.57207539,13.91461617,393.3529009,[0.]
0.18,55,91.66993762,-36.34310086,132.996767,-40.94384683,5,78.15922277,20,25.07332524,2.5,4.246248262,45.9093009,81.34918602,[0.]
0.18,56,87.13135564,-39.26624396,158.2333898,-60.89536289,5,60.16103733,20,25.71175549,2.5,0.505893912,49.44453517,643.3159013,[0.]
0.18,57,85.66951173,-40.20753395,160.977008,-62.91099132,5,59.50493527,20,25.71175549,2.5,0.323960468,49.44453517,654.8202372,[0.]
0.18,58,65.81347466,-42.2549594,138.2034927,-84.56663477,5,37.81035713,20,6.59480224,2.5,0.008917929,49.39460437,62.03327664,[0.]
0.18,59,100,0,123.0873989,21.96701341,5,59.80096212,20,26.61984923,2.5,43.91858658,13.08807739,92.55286182,[0.]
0.18,60,97.57286719,-35.01256475,181.6167177,-56.30278264,5,68.04370373,20,92.12546748,2.5,0.761123897,49.47242162,8.223365625,[0.]
0.18,61,99.99838255,-3.37251545,136.0782,-44.70883763,5,77.57359123,20,44.32331588,2.5,35.47239488,24.72194924,390.2144868,[0.]
0.18,62,85.08260701,-40.16017211,132.0823931,-61.97115826,5,62.17391583,20,24.29745534,2.5,0.499486531,49.39308109,20.0025878,[0.]
0.18,63,100,0,129.1071956,-26.44805089,5,65.78062326,20,44.60631194,2.5,39.80748327,13.97603018,263.5823242,[0.]
0.18,64,98.95503503,-35.11810715,154.6462534,-55.84760494,5,26.59186706,20,74.58349226,2.5,0.9846187,47.11170226,85.4603199,[0.]
0.18,65,99.99638728,-4.429619416,121.0157164,29.58219656,5,61.09197265,20,24.52338094,2.5,36.20956579,10.5505492,124.2683502,[0.]
0.18,66,72.73438347,-41.37287952,137.8862235,-75.77733703,5,33.12680811,20,15.76108603,2.5,0.060346962,49.06173031,104.2911524,[0.]
0.18,67,99.97733191,-11.14329424,134.1124972,-47.5750752,5,79.81118692,20,44.38611481,2.5,25.42662336,24.53922594,395.4196013,[0.]
0.18,68,76.15338182,-40.25268593,134.3782679,-63.1364172,5,27.21292377,20,20.38723555,2.5,0.761317769,49.66044518,12.65948622,[0.]
0.18,69,99.99683636,-4.252236529,121.9582319,24.11404298,5,61.09197265,20,26.48081214,2.5,36.20956579,12.9610508,37.7629634,[0.]
0.18,70,99.99164799,-21.16443718,169.3572551,-55.77863724,5,60.33633717,20,80.94572819,2.5,0.047198988,49.23308359,133.9220448,[0.]
0.18,71,71.39960574,-42.16030535,138.3573392,-77.21403298,5,59.61952978,20,7.096343159,2.5,0.058122218,49.05817116,129.816592,[0.]
0.18,72,99.95653238,-21.82572465,162.064176,-55.78436082,5,60.33633717,20,72.63269178,2.5,0.761317769,49.90368504,133.9220448,[0.]
0.18,73,69.08407078,-42.40297749,139.615296,-79.6989221,5,59.62843405,20,4.393890816,2.5,0.060346962,49.39460437,129.6451029,[0.]
0.18,74,99.58472985,-36.32350818,153.100493,-55.88463808,5,61.13944209,20,63.74595656,2.5,0.761317769,49.84648163,102.9281113,[0.]
0.18,75,99.71770077,-22.62663279,162.7839288,-55.81115782,5,27.21292377,20,81.17521153,2.5,0.778454981,49.88154154,118.0884502,[0.]
0.18,76,91.33876411,-37.6558992,130.5297243,-48.82692369,5,78.15922277,20,26.61573362,2.5,2.793676497,42.92035733,81.47328982,[0.]
0.18,77,79.64494779,-39.93052192,143.3922165,-69.922346,5,38.88432287,20,22.95815438,2.5,0.010201575,49.39460437,250.4760657,[0.]
0.18,78,78.13787226,-41.13630592,135.9206298,-70.58836549,5,49.84678711,20,18.2570249,2.5,0.070737977,47.21096849,133.4812899,[0.]
0.18,79,87.10816122,-39.17175394,136.7138888,-62.13896954,5,39.08373684,20,37.41251018,2.5,0.299415267,49.39296174,11.87748072,[0.]
0.18,80,80.40599769,-40.57144545,148.9460295,-69.06818576,5,37.51530317,20,24.94103958,2.5,0.029891431,46.31776763,419.0504944,[0.]
0.18,81,69.84426442,-40.79646849,146.0502409,-79.7039669,5,45.74668343,20,8.577163517,2.5,0.008917929,49.39460437,250.4760657,[0.]
0.18,82,97.53749112,-35.03401001,181.1943161,-56.33643913,5,67.68571718,20,92.12546748,2.5,0.739726563,48.77702805,8.223365625,[0.]
0.18,83,99.99937526,-2.298626694,120.89318,35.27237248,5,48.31245101,20,25.66416921,2.5,38.23718,10.45797661,79.84187179,[0.]
0.18,84,70.88211113,-42.20140738,137.8447294,-77.69622788,5,60.06033687,20,6.59480224,2.5,0.062469947,49.39460437,106.0940822,[0.]
0.18,85,89.01002972,-38.51261747,145.3370852,-59.90892495,5,30.48375702,20,38.32970331,2.5,0.504028053,49.67300406,284.7779746,[0.]
0.18,86,99.82794116,-35.47619865,168.6013444,-55.8677588,5,60.22885205,20,80.94572819,2.5,0.049979844,47.71055908,133.9220448,[0.]
0.18,87,66.71641347,-42.23012527,148.1746675,-83.42567833,5,38.62071144,20,6.86884834,2.5,0.008917929,49.42059258,250.4760657,[0.]
0.18,88,96.24924297,-37.33573761,142.3643318,-57.03117888,5,30.97405361,20,55.41549848,2.5,0.503996455,49.39460437,81.35103472,[0.]
0.18,89,70.25738729,-42.28112244,138.8094655,-78.43676918,5,59.61952978,20,5.763119032,2.5,0.058122218,49.05817116,129.816592,[0.]
0.18,90,85.71757999,-40.17447274,137.3239301,-62.62269572,5,59.8439597,20,25.66293299,2.5,0.361445985,49.39460437,142.4739633,[0.]
0.18,91,88.63663787,-39.41105059,146.878276,-62.58014462,5,35.1470716,20,37.37318698,2.5,0.063682099,46.27211261,395.2522504,[0.]
0.18,92,79.33196717,-40.92950366,137.1958653,-69.28179626,5,48.22470113,20,20.24211498,2.5,0.097650894,49.04012492,128.9730641,[0.]
0.18,93,99.99937526,-2.298626694,121.0935432,35.25747313,5,48.31245101,20,25.66416921,2.5,38.23718,10.45797661,104.3191029,[0.]
0.18,94,100,0,121.0735715,40.8652556,5,59.51436063,20,22.0243231,2.5,43.63146084,8.564944541,60.05094551,[0.]
0.18,95,66.41927439,-42.23012527,148.8943646,-83.79806127,5,38.88432287,20,6.86884834,2.5,0.008917929,49.39460437,250.4760657,[0.]
0.18,96,99.99809785,-3.799107584,130.9180686,-32.51872555,5,80.85237769,20,43.64859631,2.5,35.10694599,14.60563728,393.3529009,[0.]
0.18,97,64.1618934,-42.20543372,142.8460643,-85.66844644,5,30.15876653,20,6.59480224,2.5,0.058443605,49.39297179,116.4030498,[0.]
0.18,98,96.05313945,-37.33573761,142.5515271,-57.11384984,5,30.47246512,20,55.41549848,2.5,0.503996455,49.39460437,81.35103472,[0.]
0.18,99,89.95927278,-37.39616363,131.8362535,-47.03443502,5,53.62594384,20,30.01337281,2.5,2.745517191,42.82682405,106.6083815,[0.]
0.48,0,99.89389939,-15.9285065,131.1755405,-41.88587223,5,63.62227786,20,46.56484401,2.5,22.71327601,24.04670329,270.0834175,[0.]
0.48,1,100,0,156.7699962,-55.77410695,5,77.91371381,20,52.31123149,2.5,42.35843418,41.61052341,404.3782554,[0.]
0.48,2,100,0,119.5450198,82.53130144,5,37.25279229,20,17.23738266,2.5,44.60958925,1.046943023,85.27907451,[0.]
0.48,3,100,0,119.4861441,84.79313827,5,37.25279229,20,16.85344913,2.5,44.60958925,0.482805881,73.290053,[0.]
0.48,4,99.92048769,-11.36518983,121.9806092,20.91418581,5,68.99759047,20,24.6908343,2.5,29.25882071,16.39930375,36.48617333,[0.]
0.48,5,99.9302348,-12.76375002,128.7189449,-33.96047463,5,82.68408565,20,39.75624452,2.5,26.1600449,20.41343646,261.4675886,[0.]
0.48,6,100,0,119.8256652,72.25039421,5,51.74005807,20,17.23738266,2.5,44.60958925,1.130387394,195.1194557,[0.]
0.48,7,99.99998082,-0.352614177,120.1233117,60.55377528,5,51.73380534,20,17.6663146,2.5,40.90796003,8.084926229,36.67676474,[0.]
0.48,8,99.99850208,-3.173436947,121.1061599,30.41014559,5,38.91813697,20,31.61211664,2.5,36.82336532,7.51819622,91.20032306,[0.]
0.48,9,100,0,152.4537877,-55.76315138,5,75.42625268,20,47.07778894,2.5,48.47279534,35.03384505,618.0174562,[0.]
0.48,10,100,0,148.1702776,-55.71502591,5,62.30342481,20,55.00416373,2.5,27.02518739,31.54677826,545.8508162,[0.]
0.48,11,99.92978719,-11.23511002,122.6032566,-0.178253211,5,59.40864983,20,33.61128042,2.5,28.58052754,15.61815473,114.3140765,[0.]
0.48,12,99.92050235,-11.35920156,121.9468509,21.36420941,5,68.23016624,20,24.6908343,2.5,29.26480898,16.39930375,36.48617333,[0.]
0.48,13,99.96264458,-9.239664788,122.3515686,2.732513958,5,58.41194901,20,33.61128042,2.5,30.57597277,13.80307171,114.3140765,[0.]
0.48,14,99.96036871,-11.84809117,132.3814769,-41.3617339,5,84.6754941,20,40.5911066,2.5,27.02518739,25.35100249,297.279673,[0.]
0.48,15,99.97611519,-8.487343789,127.3576591,-24.93405371,5,79.32441886,20,40.74816351,2.5,30.68154771,16.47677859,118.2109638,[0.]
0.48,16,99.95818531,-12.45420752,129.7687119,-38.77608446,5,63.62227786,20,46.56484401,2.5,26.18757499,20.4267403,270.0834175,[0.]
0.48,17,99.96758116,-12.30585809,129.9004958,-39.62547024,5,63.62227786,20,46.94878132,2.5,26.18757499,20.4267403,271.8289011,[0.]
0.48,18,99.99817374,-3.457456435,120.4319412,38.20946627,5,38.91813697,20,28.47794392,2.5,36.82336532,7.552520748,91.23724873,[0.]
0.48,19,100,0,155.3846557,-55.76810882,5,61.03911356,20,61.81748202,2.5,40.91796785,34.85027968,383.0752057,[0.]
0.48,20,99.99545013,-4.998398813,129.7537201,-29.34946721,5,56.35731526,20,45.91090643,2.5,33.70264368,16.7678569,349.6082756,[0.]
0.48,21,100,0,119.5481988,82.36464612,5,37.25279229,20,17.23738266,2.5,44.60958925,1.130387394,85.25074067,[0.]
0.48,22,99.99937765,-5.958454849,144.0553208,-55.2611226,5,75.0799658,20,54.98865383,2.5,27.02518739,30.01299481,317.3279774,[0.]
0.48,23,100,0,153.6700808,-55.76675795,5,61.09247611,20,52.20971952,2.5,29.06066304,35.28492238,701.5766129,[0.]
0.48,24,99.97137085,-10.11015754,129.1695141,-34.22430152,5,63.84538297,20,48.49055937,2.5,28.35711618,16.03391099,210.7418845,[0.]
0.48,25,99.99959563,-4.604592792,139.1538469,-53.6457413,5,72.55808934,20,54.10339923,2.5,28.50196379,25.28863181,297.5279641,[0.]
