Eff,,Obj_A: % load met,Obj_B: Worst deficit (GW),Obj_C: Cost(£/MWh),Obj_D: CO2 (kg/MWh),GW_nuclear,GW_PV,GW_onshore_wind,GW_offshore_wind,GW_BECCS,GW_OCGT,GW_H2,h_H2,CV
0.48,26,99.9999711,-0.531420801,121.6566687,47.24677967,5,69.2576773,20,17.2672609,2.5,40.76531575,11.06307694,69.7353475,[0.]
0.48,27,99.99305009,-5.450439942,124.7958092,-4.081358692,5,65.91003874,20,32.83274908,2.5,34.43574832,18.39367168,113.5506581,[0.]
0.48,28,99.99159415,-7.482572355,128.2283983,-26.91944334,5,57.13360187,20,47.14929992,2.5,30.99966029,13.67759211,297.8819018,[0.]
0.48,29,99.99753765,-3.872765686,120.1949736,47.71849936,5,69.717101,20,18.04889849,2.5,37.35313868,8.166286646,52.05212089,[0.]
0.48,30,99.99810102,-3.891341393,135.4239936,-48.33658436,5,63.60884496,20,49.49464521,2.5,32.75542824,25.23192501,316.8502155,[0.]
0.48,31,100,0,142.5862646,-55.15065838,5,63.30752473,20,54.08333034,2.5,30.63085448,24.85099978,594.4046937,[0.]
0.48,32,100,0,146.3496052,-55.51096804,5,53.68934639,20,61.81748202,2.5,27.28064172,29.44367025,356.7974241,[0.]
0.48,33,99.93586686,-11.17396576,124.646225,-11.52436213,5,55.81089455,20,38.34156488,2.5,28.21301229,16.29343006,212.178502,[0.]
0.48,34,99.98880414,-7.413058702,130.3271544,-37.37455812,5,66.61827699,20,48.81493387,2.5,31.02482012,16.68592509,232.1442509,[0.]
0.48,35,99.93915787,-11.04275216,124.7618619,-13.76207846,5,55.6688868,20,39.78473915,2.5,28.21344508,16.04760505,181.8582513,[0.]
0.48,36,99.98447168,-9.698160843,135.980286,-50.46270889,5,89.57447724,20,46.36022376,2.5,27.02516809,25.0137199,297.9577212,[0.]
0.48,37,99.99999083,-0.16861343,139.8652828,-53.52480921,5,67.46508794,20,55.35704237,2.5,32.78628717,25.14622846,297.5279641,[0.]
0.48,38,99.93195775,-11.1616054,122.8175717,-2.132073526,5,59.46234406,20,34.42240858,2.5,28.58052754,15.61815473,114.7627758,[0.]
0.48,39,99.99874033,-2.907725693,121.9765995,24.53386999,5,38.40029359,20,34.54425688,2.5,36.82336532,7.550844469,73.72721991,[0.]
0.48,40,99.9998498,-1.072323,125.0489794,9.772962297,5,35.51950431,20,40.51890064,2.5,38.11734435,8.358355427,317.8130909,[0.]
0.48,41,99.99952231,-1.967527459,124.4480269,11.46797568,5,49.32197378,20,31.5376341,2.5,38.03602443,16.97183534,132.9660508,[0.]
0.48,42,99.99618537,-7.888096229,137.1571123,-52.13652827,5,72.78297265,20,51.84227855,2.5,28.53998007,24.85207962,297.5198743,[0.]
0.48,43,99.97848427,-8.157566412,127.2669809,-23.31358653,5,79.32441886,20,40.74816351,2.5,31.01132508,15.52885395,118.2109638,[0.]
0.48,44,99.97075574,-8.609006002,124.1664566,-0.429531193,5,67.09994899,20,32.79286867,2.5,31.28079623,17.42446114,55.79580271,[0.]
0.48,45,99.94760869,-10.27342517,123.0079237,1.639683167,5,68.19829215,20,31.37232482,2.5,29.74510709,16.29062413,75.23840923,[0.]
0.48,46,99.98023036,-10.41936823,132.4590075,-45.96617108,5,65.8695499,20,50.67584332,2.5,26.13182566,20.42426816,296.9290078,[0.]
0.48,47,99.9948756,-5.838362243,129.3081815,-29.98732244,5,64.07760529,20,47.14929992,2.5,32.6429408,13.67759211,316.8502155,[0.]
0.48,48,99.99999792,-0.038334986,122.0883855,39.78135934,5,84.34395924,20,18.66695892,2.5,41.13156059,8.067429367,36.67676474,[0.]
0.48,49,99.99860876,-3.131925702,126.1523135,-6.784917736,5,80.75045714,20,32.79286867,2.5,36.75787653,17.46503255,55.79580271,[0.]
0.48,50,99.98957474,-8.025002828,131.8757586,-41.2397309,5,56.31645628,20,53.92904966,2.5,28.35982993,16.19995916,297.5279641,[0.]
0.48,51,99.99910343,-2.684617222,123.5946917,16.25357911,5,67.98760224,20,26.48183668,2.5,37.77709225,16.55187533,44.1856022,[0.]
0.48,52,99.99900925,-2.544764525,123.3069488,15.13170667,5,37.46689503,20,38.5106791,2.5,36.82688835,8.200392299,91.20032306,[0.]
0.48,53,99.98644353,-8.875925277,129.6464051,-36.73824884,5,67.86917999,20,47.56497975,2.5,29.57985072,16.68592509,253.469283,[0.]
0.48,54,99.97948457,-8.337821641,126.7088062,-20.29847307,5,68.9448239,20,38.58195396,2.5,30.65849227,16.42217414,297.2391293,[0.]
0.48,55,99.97793308,-10.53933573,133.8941808,-48.29172138,5,81.88077405,20,46.71415533,2.5,26.18757499,24.05859352,271.8112527,[0.]
0.48,56,99.94849581,-10.81753812,125.7164558,-15.86791482,5,62.04951593,20,38.58195396,2.5,28.54765581,15.80568832,297.2391293,[0.]
0.48,57,100,0,120.4074836,54.07885163,5,43.87536204,20,22.83655716,2.5,41.5288452,4.779664567,245.9139061,[0.]
0.48,58,99.99940256,-5.805789571,144.4329929,-55.29038887,5,75.0799658,20,54.98865383,2.5,27.17785267,30.46052549,317.2813546,[0.]
0.48,59,100,0,145.6812968,-55.20641882,5,68.11962281,20,54.06782044,2.5,29.74064613,25.14426702,690.1182151,[0.]
0.48,60,99.94501402,-11.03471937,125.1507373,-18.50977688,5,63.94388625,20,39.78473915,2.5,28.22147788,16.03391099,181.8582513,[0.]
0.48,61,99.95439036,-9.956940834,123.8819624,-8.412813977,5,68.99759047,20,34.5508777,2.5,29.7735502,16.39930375,117.7657891,[0.]
0.48,62,100,0,120.3553824,54.98470118,5,43.87536204,20,22.50276203,2.5,41.5288452,4.779664567,245.9139061,[0.]
0.48,63,99.99884249,-2.782167687,122.3704466,20.70599233,5,38.91813697,20,35.92979729,2.5,36.82336532,7.51819622,91.22865689,[0.]
0.48,64,99.95417915,-11.27753382,127.8889115,-27.29365705,5,79.32441886,20,39.54089368,2.5,28.00076076,16.47677859,329.3059051,[0.]
0.48,65,99.99973039,-1.670889227,121.6993402,43.8379954,5,84.34395924,20,17.2672609,2.5,39.62584732,8.067429367,36.67676474,[0.]
0.48,66,99.93937575,-11.02713814,125.0992917,-14.61995761,5,63.49449998,20,39.8683985,2.5,28.22147788,16.03391099,89.74825107,[0.]
0.48,67,99.94720284,-11.304549,125.7231215,-18.7538711,5,62.50153915,20,39.37384687,2.5,27.98888341,16.47677859,263.6813472,[0.]
0.48,68,99.99987805,-2.242263966,140.7443203,-53.99665914,5,84.6754941,20,52.63885758,2.5,31.02551073,25.35100249,297.279673,[0.]
0.48,69,99.98212221,-9.739158269,134.4080234,-48.57503261,5,79.77043127,20,46.36022376,2.5,27.02518739,25.01268203,297.9577212,[0.]
0.48,70,99.99010614,-6.609765689,127.9210756,-21.75562515,5,68.38305577,20,38.58195396,2.5,32.75542824,17.87326063,316.8502155,[0.]
0.48,71,99.9880491,-7.742836079,130.1643742,-37.2503486,5,66.61827699,20,48.81493387,2.5,30.69504274,16.48874427,232.1442509,[0.]
0.48,72,99.99382269,-7.786051224,131.032929,-38.03337523,5,59.75442578,20,47.8445822,2.5,30.65398203,18.12176307,391.9224809,[0.]
0.48,73,99.99897279,-2.633448527,123.8318681,6.589122664,5,51.95416082,20,37.57092247,2.5,36.82336532,8.200392299,210.2859113,[0.]
0.48,74,99.96650334,-9.066732477,124.0125811,-8.412496444,5,68.99759047,20,34.5508777,2.5,30.66375855,16.39930375,117.7657891,[0.]
0.48,75,99.96477621,-9.151879009,123.7900947,-5.973111193,5,68.99759047,20,33.61128042,2.5,30.66375855,16.39930375,114.3140765,[0.]
0.48,76,99.95228216,-11.25000373,127.9314918,-27.16118163,5,79.32441886,20,39.54089368,2.5,28.02829085,16.47677859,329.0503718,[0.]
0.48,77,99.9973839,-7.188317166,136.1401407,-50.02280972,5,56.29414375,20,53.92021009,2.5,28.50196379,25.14622846,284.5213276,[0.]
0.48,78,99.96006283,-9.844505603,126.5370473,-20.9283307,5,85.92019767,20,37.38382461,2.5,29.6292631,16.4438512,114.3140765,[0.]
0.48,79,99.98267087,-9.892377446,129.232825,-34.44199586,5,59.75442578,20,47.8445822,2.5,28.54765581,16.39947273,313.6633957,[0.]
0.48,80,99.94192241,-10.77573552,124.3717234,-10.67902415,5,59.01541867,20,39.05469613,2.5,28.54661839,15.64102511,94.65078148,[0.]
0.48,81,100,0,137.9423368,-49.86201601,5,68.86118832,20,54.22583715,2.5,28.88700983,16.18095705,725.1234236,[0.]
0.48,82,99.99935534,-5.731323049,140.3715226,-53.7674823,5,75.0327385,20,56.44211627,2.5,27.06134179,23.98564722,284.9926775,[0.]
0.48,83,99.99929748,-2.312921324,128.3961835,-17.58333953,5,41.11942635,20,48.84569656,2.5,36.12216978,12.2835794,254.0428201,[0.]
0.48,84,99.95060772,-11.304549,126.4696565,-22.84774735,5,69.08291016,20,39.37384687,2.5,27.98888341,16.9901832,273.1333332,[0.]
0.48,85,99.99873442,-2.915306922,122.171295,23.05787593,5,38.65731404,20,34.46059754,2.5,36.82336532,7.550844469,181.6072967,[0.]
0.48,86,99.9989859,-6.399859609,139.0285779,-53.65765823,5,84.56129728,20,51.44506547,2.5,27.02516881,25.35100249,297.279673,[0.]
0.48,87,99.98566977,-6.925502598,124.9289132,-10.2603238,5,80.86596605,20,33.61128042,2.5,32.89013496,15.71677222,108.1997559,[0.]
0.48,88,100,0,147.9277159,-55.64063395,5,69.06400378,20,55.00416373,2.5,27.02518739,29.57662308,555.3028019,[0.]
0.48,89,99.99973028,-1.670889227,121.674609,43.87368779,5,84.18180707,20,17.2672609,2.5,39.62584732,8.067429367,36.67676474,[0.]
0.48,90,99.9437128,-10.78993267,125.5227164,-13.87254527,5,59.01541867,20,38.58195396,2.5,28.57526126,15.64102511,297.2391293,[0.]
0.48,91,99.99349517,-5.365023028,125.5864485,-11.26774607,5,75.37783397,20,33.77533005,2.5,34.43574832,18.29328031,114.3140765,[0.]
0.48,92,99.99988641,-0.934501471,125.1328479,7.859693354,5,38.3873407,20,40.51890064,2.5,38.25516588,8.358355427,317.8130909,[0.]
0.48,93,99.99381382,-6.467594517,135.1787537,-49.23777707,5,84.9355404,20,46.76202441,2.5,30.2372522,23.01384032,327.3153336,[0.]
0.48,94,99.9898547,-7.943521503,132.6862108,-44.18094257,5,68.88734915,20,52.0100477,2.5,28.49686622,16.81543026,316.8968383,[0.]
0.48,95,99.93394913,-11.1730587,123.9995805,-8.863210524,5,72.3553894,20,34.5508777,2.5,28.55743233,16.3721488,95.74301167,[0.]
0.48,96,99.99132057,-7.043277923,134.6783459,-47.742319,5,69.66125097,20,49.25924795,2.5,29.58261734,25.49168588,232.9549475,[0.]
0.48,97,99.99108248,-7.101017532,134.1116263,-46.81376197,5,69.39441555,20,48.44811979,2.5,29.58261734,25.49168588,232.5062483,[0.]
0.48,98,99.96407632,-9.239664788,124.2625242,-9.040024509,5,75.37783397,20,33.61128042,2.5,30.57597277,16.39930375,114.3140765,[0.]
0.48,99,99.99992759,-0.779151232,133.7854326,-46.20593185,5,67.88896079,20,49.49464521,2.5,35.44667105,20.76843756,315.7847738,[0.]
0.48,0,85.88222447,-35.70842776,135.2596914,-18.79374485,5,29.19210903,20,28.48329058,2.5,4.57190948,42.49377398,5.500684778,[0.]
0.48,1,86.73969412,-37.61392485,135.7880613,-43.3036686,5,65.92361638,20,28.39107031,2.5,2.674769413,42.73105339,11.15431558,[0.]
0.48,2,100,0,183.1060938,-55.77410695,5,65.00874111,20,84.02695175,2.5,13.35906268,44.22439729,443.6869536,[0.]
0.48,3,99.99843743,-3.218168893,122.7502105,87.18469846,5,22.03208156,20,19.85343704,2.5,37.84420775,7.158353005,75.66271667,[0.]
0.48,4,99.99758385,-3.77135258,122.4259961,73.33780875,5,32.54804673,20,20.9020056,2.5,37.19600253,8.069098681,75.66271667,[0.]
0.48,5,99.8975703,-14.0213205,149.9410798,-32.9180916,5,64.25183892,20,68.17825173,2.5,23.1942416,22.06547378,92.10591898,[0.]
0.48,6,99.93041956,-18.91805041,171.7443764,-54.92949369,5,67.92784597,20,75.60813646,2.5,8.180683444,38.16075427,509.6546379,[0.]
0.48,7,99.98568848,-6.840103196,131.1583167,11.33064331,5,60.96506167,20,39.46728864,2.5,32.44486149,12.75791327,168.4565515,[0.]
0.48,8,99.99537165,-9.669817657,179.5472508,-55.74615332,5,65.86137591,20,81.47821478,2.5,5.052271182,44.27449907,443.1297053,[0.]
0.48,9,94.55955747,-30.69532771,134.9560988,-8.0929587,5,59.44069891,20,33.655902,2.5,9.116266234,35.73303773,23.46294304,[0.]
0.48,10,99.99929884,-2.289611575,124.3276967,60.27398404,5,21.98692787,20,29.18322996,2.5,37.92729699,8.107274208,75.66271667,[0.]
0.48,11,88.13792826,-36.05032384,137.1430434,-30.43098627,5,54.2806143,20,29.16126645,2.5,4.168575061,44.5062192,24.894251,[0.]
0.48,12,98.40677651,-32.22131918,159.878324,-51.15587372,5,67.17430267,20,67.20765556,2.5,5.052271182,43.81473208,155.7197673,[0.]
0.48,13,89.66769404,-34.86891994,136.5187402,-22.52266377,5,53.99967167,20,29.67810733,2.5,5.303142712,42.73105339,24.89816661,[0.]
0.48,14,87.47501795,-37.02080908,139.0207781,-36.66110577,5,72.22059941,20,25.83424879,2.5,3.499584968,43.0881968,96.63685194,[0.]
0.48,15,90.89203321,-33.74473072,138.6934045,-16.69525679,5,52.78949247,20,32.59381941,2.5,6.163109402,43.16154905,3.839252573,[0.]
0.48,16,97.33313777,-28.66727928,148.7285829,-29.08103882,5,64.35691784,20,49.27532228,2.5,9.728879037,43.76688634,96.28836057,[0.]
0.48,17,99.99958814,-1.734254445,126.1664474,35.191944,5,33.02756969,20,36.34138164,2.5,37.83398069,8.107274208,75.57420745,[0.]
0.48,18,86.95447764,-35.1596132,133.5541651,-14.5148081,5,30.21310956,20,28.32548188,2.5,5.135024696,39.56686155,18.51229747,[0.]
0.48,19,94.37658587,-31.19249662,140.4093545,-11.49690019,5,68.44121318,20,32.33129531,2.5,8.739133505,44.62054269,26.21199379,[0.]
0.48,20,87.63645146,-37.03396244,142.8894068,-38.69257649,5,67.17430267,20,27.97553205,2.5,3.292387997,44.53056288,162.0996755,[0.]
0.48,21,94.97186111,-30.46749126,135.9046088,-11.41980341,5,59.44069891,20,36.17009146,2.5,9.116266234,35.73303773,23.46294304,[0.]
0.48,22,92.77658847,-34.17216475,141.8189598,-35.68875034,5,59.33177834,20,41.98407555,2.5,4.884728101,43.06777135,23.4527914,[0.]
0.48,23,99.99920815,-2.542728584,124.6299039,39.23626111,5,64.96841132,20,26.42121286,2.5,37.92447463,7.836735847,66.01200352,[0.]
0.48,24,100,0,176.9990273,-55.11757008,5,58.3911247,20,85.70479603,2.5,19.85681803,35.05811927,473.1056959,[0.]
0.48,25,89.0189095,-35.99563402,137.7115633,-32.74832271,5,63.78339423,20,29.80504573,2.5,4.164925447,44.5062192,17.105548,[0.]
0.48,26,88.39746668,-34.84307292,135.7558496,-19.46128336,5,32.28199645,20,32.16048775,2.5,5.104035825,41.29244581,22.65835663,[0.]
0.48,27,94.11905197,-32.80289041,146.3433115,-35.04500849,5,35.26714494,20,51.65304948,2.5,5.411192048,43.28380857,79.27689804,[0.]
0.48,28,99.97094307,-10.80638277,174.9839611,-55.0968798,5,65.00874111,20,76.27314456,2.5,9.570053256,43.81473208,443.6869536,[0.]
0.48,29,95.49496181,-29.3915852,136.7595491,-1.964947162,5,58.2994132,20,33.09138927,2.5,10.47116503,36.38104686,74.36481958,[0.]
0.48,30,99.99190075,-8.488025264,173.2907272,-53.71835308,5,76.97001164,20,80.72997946,2.5,26.230557,35.51818255,300.4627844,[0.]
0.48,31,97.70526634,-28.59409871,155.6117811,-36.73885041,5,15.31267088,20,75.60813646,2.5,8.180815467,36.65398123,90.6971965,[0.]
0.48,32,96.52435453,-32.67394206,153.117692,-44.05478199,5,89.0488478,20,49.02041314,2.5,5.745316179,43.28380857,184.2464827,[0.]
0.48,33,99.85001133,-20.36602551,165.5791467,-48.76346197,5,40.11969532,20,84.01788212,2.5,14.03715081,36.51622894,185.8174708,[0.]
0.48,34,91.46063646,-33.74473072,140.5673797,-19.95083987,5,53.23083062,20,32.59381941,2.5,6.163109402,43.16154905,99.66788384,[0.]
0.48,35,99.9997189,-1.449790009,129.897452,14.43412549,5,64.96841132,20,39.37033867,2.5,37.84396031,8.107274208,75.66271667,[0.]
0.48,36,99.33110664,-25.60801268,163.3794485,-48.23017822,5,58.2994132,20,80.19523265,2.5,9.986175908,36.38104686,88.83179279,[0.]
0.48,37,99.06667936,-27.83300031,160.8542907,-49.21205376,5,66.95377603,20,75.60813646,2.5,8.176872039,36.4227475,91.34606142,[0.]
0.48,38,99.88580175,-18.92186181,169.819064,-54.58410683,5,67.92784597,20,75.60813646,2.5,8.176872039,36.4227475,494.8024327,[0.]
0.48,39,99.96468215,-13.67389771,160.131162,-44.15623585,5,64.99363457,20,75.84382092,2.5,23.08017995,22.00327355,443.6869536,[0.]
0.48,40,99.9990189,-2.810370522,124.0303311,46.10288409,5,64.96841132,20,23.43662257,2.5,37.92729699,8.107274208,75.66271667,[0.]
0.48,41,93.28223536,-33.71356239,143.494653,-34.38862769,5,59.78645285,20,42.5787652,2.5,5.289439546,45.23519409,23.46294304,[0.]
0.48,42,99.84353696,-21.69182213,169.2543808,-52.20308641,5,64.37331017,20,84.01788212,2.5,13.55595704,35.60912732,189.964063,[0.]
0.48,43,97.61560631,-28.73475003,155.3531606,-36.83909135,5,15.33803795,20,75.60813646,2.5,8.040160747,36.28489905,86.44472306,[0.]
0.48,44,99.99927148,-2.364168293,123.7188257,52.01542362,5,34.03140769,20,28.34134881,2.5,37.92903174,8.107608803,75.66271667,[0.]
0.48,45,99.94658552,-11.85312823,159.9003044,-41.37529112,5,64.17805041,20,81.258189,2.5,23.644735,22.06547378,92.10591898,[0.]
0.48,46,96.71155619,-31.94247289,158.9758364,-45.34084329,5,64.89586412,20,67.67750294,2.5,5.303142712,42.63809584,18.47830393,[0.]
0.48,47,99.99938136,-2.267509206,125.8186741,32.63385948,5,64.75183518,20,29.42713097,2.5,37.92729699,8.107274208,88.44508519,[0.]
0.48,48,95.69916432,-30.16921857,145.7238951,-23.49637154,5,43.31107734,20,49.22715374,2.5,8.231304787,44.5062192,22.65835663,[0.]
0.48,49,99.57725524,-24.55757316,160.4462831,-47.33559233,5,48.94160524,20,76.26407493,2.5,11.39285788,36.18090748,189.8949765,[0.]
0.48,50,93.12400267,-33.46879018,146.0700852,-28.24715138,5,67.17430267,20,36.50338974,2.5,6.084763741,44.53056288,161.9782461,[0.]
0.48,51,87.00448895,-37.53149834,136.2526901,-42.90616955,5,65.92361638,20,28.40841475,2.5,2.755624162,42.73105339,30.64876432,[0.]
0.48,52,98.82713541,-31.71733595,162.1600286,-52.38716279,5,65.62633125,20,70.04637533,2.5,4.796544529,44.53434178,170.665917,[0.]
0.48,53,99.45659165,-25.63925256,162.9505903,-49.31911967,5,65.00874111,20,70.15356374,2.5,9.570053256,43.81473208,192.2762322,[0.]
0.48,54,93.70628021,-32.13129968,138.873157,-18.74997819,5,59.44069891,20,36.17009146,2.5,7.452457812,41.48566891,23.46294304,[0.]
0.48,55,99.99883216,-2.997615351,124.0899204,44.511619,5,64.96841132,20,24.07587671,2.5,37.68212279,8.107274208,69.13058982,[0.]
0.48,56,89.18084365,-35.48411674,137.9421091,-29.63462338,5,50.6110379,20,32.16048775,2.5,4.462992006,44.5062192,22.65835663,[0.]
0.48,57,99.99842528,-3.258057177,122.5526703,79.5019853,5,30.98476535,20,19.3529346,2.5,37.84967512,8.112287339,75.66271667,[0.]
0.48,58,99.99997964,-0.374418288,123.1466076,75.14290264,5,33.47390386,20,20.05747716,2.5,40.66946819,8.071400904,110.7322902,[0.]
0.48,59,92.29737228,-34.07870093,141.1259108,-33.07426833,5,51.02397484,20,41.79460118,2.5,4.995362132,43.11817567,19.37941368,[0.]
0.48,60,91.78405356,-34.34098198,139.7501724,-30.84260688,5,58.26509307,20,37.41582025,2.5,5.129887267,43.16594339,16.77618295,[0.]
0.48,61,96.90772712,-32.00961332,157.496216,-46.06851849,5,66.71672576,20,66.03703068,2.5,5.334497379,42.73105339,24.89816661,[0.]
0.48,62,99.92175957,-11.19733191,170.9165088,-53.9496244,5,51.05276945,20,80.48020328,2.5,10.09680994,36.38104686,485.4269427,[0.]
0.48,63,92.40131969,-34.03570662,141.3660114,-33.38675446,5,51.02397484,20,42.26904613,2.5,4.995362132,43.11817567,19.71580978,[0.]
0.48,64,99.73001252,-24.20373391,166.3068079,-51.06352423,5,51.3480595,20,82.95785017,2.5,11.14010561,36.28623279,199.2895866,[0.]
0.48,65,99.99551987,-7.860117359,171.7082152,-53.48530164,5,76.97001164,20,82.18808829,2.5,26.44339307,33.32136296,251.0190088,[0.]
0.48,66,100,0,180.9152756,-55.7740817,5,51.3480595,20,82.10412252,2.5,10.09680994,36.28623279,801.0316643,[0.]
0.48,67,99.83108709,-20.87574466,165.3429052,-49.14021226,5,42.13825145,20,84.01788212,2.5,13.51503979,35.7892782,185.8174708,[0.]
0.48,68,99.99987027,-0.912129917,129.8356282,24.27632624,5,25.54830522,20,45.26053555,2.5,37.84784934,8.107274208,75.66271667,[0.]
0.48,69,99.9979345,-5.711008423,168.3404362,-51.16445007,5,63.39758273,20,84.50001948,2.5,28.13387553,22.30428584,517.9732576,[0.]
0.48,70,90.16828192,-35.11979147,137.3705485,-27.28437057,5,65.92361638,20,29.67810733,2.5,5.052271182,42.73105339,30.64876432,[0.]
0.48,71,91.7900188,-34.33287919,139.7219018,-30.79269439,5,58.24373057,20,37.41582025,2.5,5.137990062,43.11817567,16.77618295,[0.]
0.48,72,99.99965847,-1.638451761,128.0362459,20.81749037,5,65.02662104,20,36.34138164,2.5,37.92978337,6.694035229,74.70985697,[0.]
0.48,73,99.99243091,-5.515562932,132.2985808,8.44202872,5,52.2994722,20,43.29484367,2.5,33.4225478,12.75791327,175.5901259,[0.]
0.48,74,99.97248601,-9.920388428,174.4910725,-54.96507346,5,52.63986938,20,82.69703492,2.5,10.09680994,37.98102625,485.4269427,[0.]
0.48,75,96.37540293,-33.11506584,154.406625,-45.14272549,5,89.0488478,20,49.02041314,2.5,5.304192406,45.23816083,184.2464827,[0.]
0.48,76,99.80005943,-23.19268256,167.1965769,-51.6772344,5,51.45560392,20,84.02940948,2.5,11.14010561,36.49732684,199.2895866,[0.]
0.48,77,99.99924164,-2.085256782,131.6931708,12.7888029,5,35.47409039,20,48.58936747,2.5,36.37306292,8.071400904,101.3474701,[0.]
0.48,78,99.99995188,-0.503661197,136.8487601,0.571439842,5,43.07232224,20,54.61730692,2.5,37.53095983,8.333789359,250.5676122,[0.]
0.48,79,99.61892231,-26.50791328,166.4374072,-52.40554401,5,51.3480595,20,82.10863789,2.5,7.958384873,38.58704498,199.4324992,[0.]
0.48,80,96.31899223,-32.3047466,151.4149159,-42.69004518,5,57.07441967,20,55.62017525,2.5,5.667638023,44.53056288,111.9862163,[0.]
0.48,81,99.99912477,-2.581931146,123.279977,59.20473869,5,32.53284941,20,25.9574653,2.5,37.92729699,8.202055781,74.0298951,[0.]
0.48,82,99.99760619,-4.414995732,163.7843277,-43.95051387,5,63.46823701,20,76.68347648,2.5,32.28874786,22.15280112,530.4446166,[0.]
0.48,83,96.096466,-32.30423461,150.2092271,-42.35905082,5,65.92361638,20,56.05305796,2.5,5.640910459,42.73105339,30.53208111,[0.]
0.48,84,99.14739118,-27.0137795,157.0568041,-44.87881016,5,54.18273131,20,69.94468948,2.5,10.09680994,36.58456087,189.2500276,[0.]
0.48,85,95.50504607,-30.05367803,144.7992473,-20.77534153,5,36.27445426,20,49.651636,2.5,8.308378645,43.11552419,21.71954113,[0.]
0.48,86,99.95403908,-11.72987555,172.3407356,-54.66685232,5,59.27348314,20,80.19523265,2.5,9.986175908,36.38104686,492.2656239,[0.]
0.48,87,100,0,137.9712094,3.563164743,5,37.37640695,20,48.65624681,2.5,39.18103563,19.17527826,164.8831996,[0.]
0.48,88,93.87044217,-31.28548474,142.5530385,-15.93906511,5,31.85444496,20,43.70222476,2.5,7.615709018,44.5062192,22.65835663,[0.]
0.48,89,99.99679,-4.777629176,151.9489352,-34.54164927,5,64.28857424,20,68.06305718,2.5,32.44486149,21.8942385,168.4565515,[0.]
0.48,90,90.49809422,-34.82592563,137.3621352,-25.82587177,5,64.89586412,20,30.15255229,2.5,5.303142712,42.73105339,25.23456271,[0.]
0.48,91,95.59977397,-30.05367803,144.9082047,-21.69287222,5,38.59795918,20,49.651636,2.5,8.308378645,43.11552419,21.71954113,[0.]
0.48,92,100,0,131.423536,29.34236677,5,28.13880974,20,42.2032398,2.5,40.62849344,12.37326522,11.49565165,[0.]
0.48,93,99.99914091,-2.556800946,123.4154957,54.22156308,5,35.02678834,20,27.13026967,2.5,37.84614737,8.107608803,75.66271667,[0.]
0.48,94,90.70518285,-34.92686584,138.2471148,-29.95804316,5,59.24468853,20,33.655902,2.5,4.884728101,43.11817567,23.46294304,[0.]
0.48,95,99.99747438,-4.385453115,158.0671701,-38.08890343,5,63.46823701,20,77.17430496,2.5,32.28874786,22.15280112,84.33805647,[0.]
0.48,96,95.38245744,-33.34660461,150.1984596,-44.39968324,5,66.79829122,20,55.376561,2.5,4.639141235,43.11920084,24.51335012,[0.]
0.48,97,98.70846135,-32.22030961,160.523778,-52.01552234,5,74.71567358,20,67.20765556,2.5,5.052271182,43.81473208,149.3417154,[0.]
0.48,98,99.99837759,-3.294662574,122.4328025,79.2521522,5,32.54804673,20,18.97591894,2.5,37.84723497,8.069098681,75.66271667,[0.]
0.48,99,99.99507726,-4.869583737,143.6422083,-20.04756734,5,56.90226333,20,59.16337627,2.5,32.88956119,19.6751636,103.4280183,[0.]
0.48,0,100,0,183.8008559,-55.77410695,5,52.40601665,20,94.29069727,2.5,8.837458248,37.68489809,455.4828277,[0.]
0.48,1,91.10168551,-33.37114336,136.3531439,-12.93246791,5,43.57883898,20,31.84295226,2.5,6.604740528,37.85275708,95.46228286,[0.]
0.48,2,100,0,121.2893163,65.23173461,5,43.39306844,20,21.75040567,2.5,44.44293915,2.993586408,85.68500588,[0.]
0.48,3,100,0,122.3659493,61.55734753,5,43.62060571,20,22.38363557,2.5,43.769271,6.04208651,25.35198076,[0.]
0.48,4,94.5080491,-35.73099608,147.7924911,-50.48595478,5,86.84314623,20,47.25901127,2.5,2.847880822,42.13511354,90.49557177,[0.]
0.48,5,93.33571948,-33.16544351,140.7662604,-26.11360375,5,71.3567077,20,35.33531783,2.5,6.493961371,40.03532948,99.87341039,[0.]
0.48,6,100,0,125.2984457,44.6337854,5,68.77009922,20,24.10990866,2.5,44.69844995,5.58017705,228.6995925,[0.]
0.48,7,92.20859477,-32.88444314,137.5193583,-16.67510159,5,43.53138296,20,35.76533602,2.5,6.735993382,37.68376192,95.46228286,[0.]
0.48,8,100,0,126.1538378,32.87777835,5,42.01344639,20,35.77563733,2.5,41.79052082,5.445594224,132.4216438,[0.]
0.48,9,92.0854802,-33.08622294,137.1275141,-16.61139875,5,50.13456983,20,33.5389954,2.5,6.735965109,37.68376192,99.87341039,[0.]
0.48,10,94.08724663,-32.15657488,141.1611964,-25.88436097,5,45.05927817,20,43.79740764,2.5,6.735993382,38.80238054,94.07272722,[0.]
0.48,11,95.5541759,-31.13819032,145.7967391,-25.59346621,5,73.41690208,20,40.01825291,2.5,8.096845856,40.05049844,186.5259359,[0.]
0.48,12,100,0,127.4987047,30.03413274,5,42.01344639,20,35.77563733,2.5,41.79052082,8.737364375,132.4216438,[0.]
0.48,13,96.75356241,-29.62394045,145.9399762,-29.63221284,5,45.11789396,20,53.13244145,2.5,8.499779727,37.80553518,130.2244355,[0.]
